0,1,2,3,4,gold formula
( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) padpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpad ) ) ) ) ) ) ) )        ) ) padpadpadpadpadpadpadpadpadpadpad ) ) ) ) ) ) )   ) ) )  padpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpa,( ( x_2 >= 0.055 and ( x_0.071 ) ),"( x_1 >= -0.3311 until[1,18] ( x_2 >= 0.133 ) )","( x_2 >= -0.2333 until[19,19] ( x_2 >= -0.223 until[1,19] x_2 >= 0.111 ) )",( x_2 >= -0.0049 and x_2 >= -0.0049 ),"( ( not ( eventually ( ( ( x_1 <= 1.2777 until[17,28] x_1 >= -0.6876 ) or ( x_1 <= 0.4162 and x_2 <= 0.4464 ) ) ) ) and ( ( ( always[0,6] ( x_2 >= -0.8676 ) or ( x_1 <= -0.8144 or x_1 >= -1.2703 ) ) or always[8,24] ( ( x_2 <= 0.1372 or x_0 <= 1.0408 ) ) ) until[32,36] not ( not ( ( x_0 <= -0.3249 or x_0 >= 1.5095 ) ) ) ) ) until[13,15] eventually[3,13] ( not ( not ( not ( ( x_1 <= -0.0756 and x_0 >= 0.9339 ) ) ) ) ) )"
( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ) ) ( ( ) ( ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) padpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpad ) ) ) ) ) ) ) )        ) ) ) ) )  padpadpadpadpad ) ) ) ) ) ) padpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpad,( ( x_2 <= -0.075 and,"( x_2 <= -0.3218 until[1,18] ( x_2 <= -0.323 ) )","( x_2 <= -0.111 until[1,19] ( x_2 <= -0.111 until[1,19] ( x_2 <= -0.236 ) ) and x_2 <= -0.226 )",( x_2 <= -0.0449 and x_2 <= -0.0449 ),"( eventually[18,20] ( ( always[29,34] ( eventually ( ( x_0 >= 0.6632 or x_1 >= -0.9277 ) ) ) or ( ( ( x_2 >= 0.0102 and x_2 <= 1.5082 ) or ( x_1 <= 1.3769 until[9,inf] x_0 <= -0.5338 ) ) or always[28,35] ( eventually[0,11] ( x_0 <= -0.2312 ) ) ) ) ) and ( ( always[26,inf] ( ( ( x_2 <= -1.6051 and x_1 <= 1.5079 ) and not ( x_1 >= 2.0202 ) ) ) until[12,16] eventually[26,inf] ( ( eventually[3,inf] ( x_0 <= 1.9753 ) and always[2,inf] ( x_0 <= -0.0155 ) ) ) ) until[16,22] not ( ( not ( ( x_2 <= 1.1888 or x_2 <= 1.1399 ) ) or ( ( x_0 <= 0.8971 until[2,inf] x_2 >= 0.7935 ) until[1,4] not ( x_1 >= 0.8599 ) ) ) ) ) )"
( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) padpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpad ) ) ) ) ) ) ) )        ) )  padpadpadpadpadpadpadpadpadpad ) ) ) ) ) ) ) padpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpa,( ( x_2 >= -0.055 ),( x_1 >= -0.3999 or x_1 >= -0.399 ),( x_2 >= -0.111 or x_0 >= -0.223 ),( x_0 >= -0.0249 or x_0 >= -0.0449 ),"( not ( ( ( ( ( x_0 >= -0.0268 and x_1 >= -0.4488 ) or eventually[24,28] ( x_0 <= -0.3997 ) ) until always[22,29] ( ( x_2 <= -0.5576 or x_0 <= -1.1596 ) ) ) until[13,22] always[14,16] ( ( ( x_0 >= 0.2062 or x_2 <= 0.1791 ) or always ( x_1 <= 0.4599 ) ) ) ) ) or ( eventually[28,31] ( not ( ( not ( x_0 >= -1.5055 ) and ( x_0 <= 0.1024 until[5,10] x_2 <= 0.2999 ) ) ) ) or ( ( not ( ( x_1 <= 0.6876 or x_0 <= 0.3907 ) ) and not ( ( x_2 >= 1.2989 until[2,25] x_1 <= 1.1359 ) ) ) until[29,32] eventually[13,25] ( not ( ( x_1 <= -0.6382 or x_2 >= 0.1672 ) ) ) ) ) )"
( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ) ( ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) padpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpad ) ) ) ) ) ) ) ) ) ) ) )         ) )  ) ) ) padpadpadpad ) ) ) ) ) ) )   ) ) )  padpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpad,( ( x_2 <= 0.055 or ( x_0.005 ) ),( x_2 <= 0.1311 or x_1 <= 0.1139 ),( x_2 >= 0.111 or x_0 <= 0.111 ),( x_0 <= 0.0449 or x_0 <= 0.0049 ),"always ( always[1,20] ( eventually[22,25] ( eventually[21,35] ( not ( ( x_0 >= 0.8185 and x_2 >= 0.5563 ) ) ) ) ) )"
( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) padpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpad ) ) ) ) ) ) ) )        ) )  ) ) )  padpadpad ) ) ) ) ) ) ) padpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpad,( ( x_2 >= -0.055 ),( x_1 >= -0.1399 or x_1 >= -0.399 ),( x_2 >= -0.113 or x_1 >= -0.223 ),( x_0 >= -0.0449 or x_0 >= -0.0449 ),"eventually[2,29] ( always[3,21] ( ( not ( not ( always[28,34] ( x_1 >= -2.5357 ) ) ) until[5,inf] ( ( not ( x_2 <= -1.0241 ) and ( x_2 >= 0.0073 or x_1 >= -0.0634 ) ) or ( not ( x_1 <= -0.0486 ) or eventually ( x_0 >= -1.2698 ) ) ) ) ) )"
( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ) ( ) ) ( ) ) ( ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) padpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpad ) ) ) ) ) ) ) ) ) ) ) ) )       ) )  ) ) )  padpadpad ) ) ) ) ) ) )   ) ) )   ) ) ) ) ) padpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpad,( ( ( ( ( x_0 <= -0.066 ) ) x_0.068 ) ) ) x_0.111 ) ) ) x_0 -0.15 ) ) ) x_0.17 ) ) ) x_0.1 x_0 -0.17 ) ( x_0.15 ) ) ) ) ) x_0.1 ) ) ) x_0.1 ) ) ) ) -0.1.1 ) ) ) ) ) ) ) ) x_0.1.1 ) ) ) ) ) x_1.1 ) x_0.1 ) ) ) ) ) x_0.1.1 ) ) ) ) x_0. ) -0. ) ) -0. ) ) -0.0.0.1 ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) -0.. ) ) ) ) 0... ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) -0. -0........ ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) 0.padpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpad,( ( x_2 <= -0.1399 ),( x_2 >= -0.111 or x_2 >= -0.223 ),( ( x_2 >= -0.0049 or ( x_2 >= -0.0049 or ( x_0 >= -0.0049 or x_2 >= -0.0049 ) ) or x_2 >= -0.0049 ) ) or ( x_2 >= -0.0099 or x_2 >= -0.0099 ) ),"always[13,27] ( not ( ( ( always[4,inf] ( not ( x_0 <= 1.0037 ) ) and always ( not ( x_2 >= -0.9242 ) ) ) and ( always[24,28] ( eventually[14,inf] ( x_0 >= -1.5027 ) ) and ( ( x_0 <= -1.317 or x_1 <= 0.4317 ) until[12,inf] ( x_0 <= -0.365 and x_1 >= -1.4017 ) ) ) ) ) )"
( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) padpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpad ) ) ) ) ) ) ) ) ) )       ) ) ) ) )   padpadpad ) ) ) ) ) ) )   ) ) )  padpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpad,( ( x_2 <= -0.055 and,"( x_1 <= -0.3399 until[11,18] ( x_2 <= -0.023 ) )","( x_2 >= -0.1133 until[1,19] ( x_2 >= -0.1113 until[1,19] x_2 >= -0.023 ) )",( x_2 <= -0.0044 or x_2 >= -0.0049 ),"( not ( ( not ( ( always[23,inf] ( x_0 >= -0.742 ) or ( x_1 >= -0.458 and x_0 >= -1.6323 ) ) ) or ( not ( always[19,inf] ( x_2 <= -0.5228 ) ) and always[33,36] ( always[20,26] ( x_1 >= -0.9024 ) ) ) ) ) until[3,inf] not ( always ( ( ( ( x_0 <= 0.4183 or x_2 <= -0.2861 ) until[20,inf] ( x_2 <= -1.5951 and x_1 >= -1.5152 ) ) or ( not ( x_0 <= -0.8351 ) until[23,30] not ( x_2 >= -1.234 ) ) ) ) ) )"
( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) padpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpad ) ) ) ) ) ) ) ) ) ) ) )         ) )  padpadpadpadpadpadpadpadpadpad ) ) ) ) ) ) ) padpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpa,( ( x_2 <= -0.055 ),( x_1 >= -0.3999 or x_1 >= -0.399 ),( x_2 >= -0.113 or x_0 >= -0.233 ),( x_0 >= -0.0449 or x_0 >= -0.0449 ),"( eventually[3,inf] ( not ( not ( ( not ( x_2 >= 1.5141 ) or ( x_1 <= -1.4194 or x_2 >= -0.5964 ) ) ) ) ) until[32,inf] eventually ( always ( ( always[7,14] ( ( x_2 <= 1.05 and x_1 >= -0.5723 ) ) or not ( eventually[34,inf] ( x_0 <= -0.9181 ) ) ) ) ) )"
( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) padpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpad ) ) ) ) ) ) ) )    padpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpad ) ) ) ) ) ) ) padpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpa,( ( x_1 <= -0.045 ),( x_1 <= -0.1311 or x_1 <= 0.1113 ),"( x_1 >= 0.111 until[1,19] ( x_1 <= 0.111 until[1,19] ( x_1 <= 0.111 ) )",( x_1 <= 0.0044 or x_1 <= 0.0044 ),"always[24,35] ( eventually ( not ( eventually[24,inf] ( eventually[7,15] ( always ( x_1 >= 0.5349 ) ) ) ) ) )"
( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) padpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpad ) ) ) ) ) ) )      padpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpad ) ) ) ) ) ) ) padpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpa,( ( x_2 <= -0.055 ),"( x_1 <= -0.1319 until[1,18] ( x_1 <= -0.399 ) )","( x_1 <= -0.3333 until[11,19] x_1 <= -0.1113 )",( x_1 <= -0.0049 and x_1 <= -0.0049 ),"eventually[4,inf] ( eventually[22,27] ( ( always[21,23] ( eventually[3,20] ( ( x_0 <= 0.265 or x_2 <= -0.1472 ) ) ) and always ( eventually[29,35] ( eventually[17,30] ( x_1 <= -0.7139 ) ) ) ) ) )"
( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) padpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpad ) ) ) ) ) ) ) )        ) ) padpadpadpadpadpadpadpadpadpadpad ) ) ) ) ) ) )   ) ) )  padpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpad,( ( x_2 >= 0.055 and ( x_0.071 ) ),"( x_2 >= -0.3339 until[11,18] ( x_2 >= 0.023 ) )","( x_2 >= 0.1113 until[1,19] ( x_2 >= 0.1113 until[11,19] ( x_2 >= 0.1113 ) )",( x_2 >= 0.0044 and x_2 >= 0.0044 ),"not ( not ( ( ( ( ( x_0 <= -0.5213 and x_0 >= 0.9121 ) and ( x_0 <= 0.5633 and x_0 >= 0.4701 ) ) or always[19,26] ( not ( x_0 <= -0.4705 ) ) ) until[29,32] always[7,9] ( ( ( x_2 >= -0.4985 and x_2 >= 0.0947 ) until[12,inf] ( x_1 <= 0.1259 or x_2 <= 0.2738 ) ) ) ) ) )"
( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ) ( ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) padpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpad ) ) ) ) ) ) ) )        ) )  ) ) )  padpadpad ) ) ) ) ) ) )   ) ) )  padpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpadpa,( ( x_2 >= 0.055 and ( x_0.005 ) ),"( x_2 >= -0.3339 until[11,18] ( x_0 >= 0.023 ) )","( x_2 >= -0.111 until[1,19] ( x_2 >= -0.111 until[1,19] ( x_2 >= -0.023 ) ) )",( x_0 >= 0.0044 or x_0 >= -0.0044 ),"always ( always[12,16] ( eventually ( ( not ( eventually ( x_0 <= -0.611 ) ) until[30,34] ( eventually[15,19] ( x_0 >= 1.8789 ) or ( x_0 >= -0.858 until[13,23] x_2 >= -0.0621 ) ) ) ) ) )"
