0,gold formula
"( ( ( x_0 <= -0.2229 until[16,18] x_0 <= -0.2229 ) or x_1 >= -0.6999 ) or ( x_2 >= -0.2222 until[16,18] ( x_0 <= 0.2229 or x_0 <= -0.2922 ) ) )","( not ( eventually[7,inf] ( not ( ( eventually[9,20] ( eventually[28,36] ( x_0 <= 0.3861 ) ) and always[33,36] ( always ( x_1 >= -0.7359 ) ) ) ) ) ) or not ( eventually[6,25] ( always[1,18] ( ( ( always ( x_2 <= -1.4991 ) or eventually[10,28] ( x_0 <= 0.3313 ) ) until not ( ( x_0 >= -1.9864 and x_0 <= 0.4671 ) ) ) ) ) ) )"
"( ( x_2 <= -0.5229 or x_0 >= -0.2929 ) or ( x_2 >= -0.2929 until[16,18] ( x_2 <= -0.2229 or x_2 >= -0.2929 ) ) )","not ( ( ( not ( always[3,inf] ( not ( ( x_0 <= -0.3721 or x_1 <= -1.7408 ) ) ) ) until[27,inf] not ( always[28,30] ( always[29,31] ( not ( x_2 <= 1.022 ) ) ) ) ) and ( not ( ( eventually[10,34] ( ( x_2 >= -0.4951 or x_2 >= -0.2584 ) ) and not ( eventually[3,inf] ( x_2 <= 0.4243 ) ) ) ) until[18,32] not ( eventually[14,inf] ( ( ( x_1 >= 0.3417 or x_2 <= 0.2423 ) until[12,22] ( x_1 <= 1.1169 or x_0 >= 0.6528 ) ) ) ) ) ) )"
"( x_1 >= -1.0929 or always[19,21] ( x_0 <= 0.552 ) )","not ( not ( ( eventually[4,15] ( always ( ( ( x_2 >= -1.0523 or x_0 >= 0.7211 ) and ( x_0 <= -3.0382 until x_0 <= 0.6565 ) ) ) ) or ( eventually[14,inf] ( always[26,inf] ( eventually[4,inf] ( x_1 >= 1.0204 ) ) ) or ( ( not ( x_0 <= 0.5174 ) and ( x_1 >= 1.0552 or x_1 >= 1.0919 ) ) or not ( eventually[24,32] ( x_0 >= 0.491 ) ) ) ) ) ) )"
"( ( x_2 <= 0.2299 or x_1 >= 0.5229 ) or ( x_1 >= -0.0229 or ( x_1 >= -0.0222 until[19,21] x_1 <= -0.0222 ) ) )","eventually[25,28] ( not ( ( ( ( eventually ( ( x_1 >= 0.2171 and x_2 >= 0.6686 ) ) and not ( eventually[22,27] ( x_0 <= -0.9773 ) ) ) or eventually[2,34] ( ( eventually[14,18] ( x_1 <= 0.968 ) and not ( x_1 <= 1.8977 ) ) ) ) and not ( always[22,33] ( always[21,29] ( always[7,inf] ( x_1 >= 0.3027 ) ) ) ) ) ) )"
"( x_0 >= -1.0922 until[19,21] ( x_1 >= -1.0929 until[19,21] ( x_0 >= -0.5922 or x_1 >= -1.0922 ) ) )","not ( ( not ( not ( not ( ( eventually[8,34] ( x_1 >= -1.065 ) until[19,29] always[12,27] ( x_2 >= -1.6366 ) ) ) ) ) or not ( not ( ( eventually ( always[34,36] ( x_0 <= -0.7177 ) ) or ( always ( x_0 <= -0.2963 ) and ( x_1 >= 0.2959 and x_0 >= -0.8146 ) ) ) ) ) ) )"
"eventually[19,21] ( eventually[19,21] ( ( x_1 >= 0.2222 or x_2 <= 0.7222 ) ) )","eventually ( ( ( not ( ( ( not ( x_0 <= -0.7842 ) until[8,inf] eventually[29,inf] ( x_1 >= -1.0864 ) ) and ( eventually[28,30] ( x_2 >= 0.1982 ) and ( x_1 <= -0.0323 and x_1 <= 0.7786 ) ) ) ) or eventually[7,11] ( not ( always[18,31] ( ( x_0 <= -2.3097 and x_2 <= 0.4347 ) ) ) ) ) until[15,23] not ( not ( eventually[6,inf] ( not ( ( x_2 >= 0.7079 and x_1 <= 0.452 ) ) ) ) ) ) )"
"( ( ( x_0 <= -0.2299 or x_2 >= 0.2229 ) or ( x_1 <= -0.2229 until[16,18] x_2 >= -0.2229 ) ) until[19,21] x_1 <= 0.6999 )","( eventually[27,32] ( ( ( ( ( not ( x_2 <= 0.6788 ) or eventually[23,36] ( x_0 >= -1.5633 ) ) and ( always[19,33] ( x_1 >= -0.5892 ) or ( x_0 <= -0.6532 or x_1 <= -1.2797 ) ) ) until ( always ( not ( x_2 >= 0.709 ) ) until[2,inf] not ( ( x_0 >= -0.0743 or x_2 <= -0.7715 ) ) ) ) and not ( always[3,13] ( eventually[30,32] ( always ( x_1 <= 0.2455 ) ) ) ) ) ) or ( always[27,32] ( always[15,17] ( eventually[13,inf] ( ( ( x_0 <= 1.3061 or x_2 <= 0.8085 ) and eventually[24,30] ( x_1 <= 0.6794 ) ) ) ) ) and eventually[32,34] ( always[19,27] ( not ( ( always[27,29] ( x_1 >= 0.2252 ) or ( x_1 <= 0.5353 and x_2 <= 0.6463 ) ) ) ) ) ) )"
"( ( x_2 >= -0.9229 or x_1 <= -0.2229 ) or ( x_1 <= -0.2229 or ( x_0 <= -0.2229 until[19,21] x_2 >= -0.9229 ) ) )","eventually[21,inf] ( always[29,31] ( not ( ( ( ( ( x_2 <= -1.1925 and x_2 <= -0.1175 ) and ( x_0 <= 0.4392 or x_1 <= 1.1618 ) ) until[9,inf] ( always[3,32] ( x_1 >= -0.4085 ) and not ( x_1 <= 0.4325 ) ) ) and ( ( not ( x_1 >= 1.4182 ) and always[25,36] ( x_0 <= 0.4063 ) ) and ( always[15,26] ( x_1 <= -0.0263 ) and eventually[31,inf] ( x_0 <= 1.1151 ) ) ) ) ) ) )"
"( ( x_2 <= 0.5229 or x_0 <= 0.0229 ) or ( x_2 >= 0.5229 or ( x_2 >= -0.0229 until[19,21] x_2 >= -0.0229 ) ) )","not ( eventually[27,31] ( eventually[2,27] ( ( always[5,35] ( ( ( x_2 <= 0.1003 and x_2 >= 0.523 ) and ( x_1 <= -1.1523 or x_2 <= 0.173 ) ) ) and not ( not ( eventually[6,inf] ( x_0 >= 0.5007 ) ) ) ) ) ) )"
"( x_2 <= 0.2629 until[19,21] x_2 >= 0.2629 )","( ( not ( ( not ( eventually[9,27] ( not ( x_2 <= -0.1057 ) ) ) and not ( ( eventually[22,inf] ( x_1 <= -0.6962 ) and not ( x_2 <= -0.6272 ) ) ) ) ) until[9,33] eventually[6,inf] ( ( not ( not ( ( x_2 >= 0.8963 or x_2 >= 0.2181 ) ) ) and not ( eventually[14,27] ( not ( x_2 <= 0.3185 ) ) ) ) ) ) or ( not ( ( always[4,29] ( eventually ( always[29,inf] ( x_2 <= -0.4873 ) ) ) or ( not ( ( x_2 <= -2.3429 or x_1 >= -0.4852 ) ) or eventually[29,35] ( eventually[23,26] ( x_0 <= 0.8912 ) ) ) ) ) until always[26,32] ( not ( not ( ( not ( x_0 >= -1.3392 ) and ( x_0 >= 1.0139 or x_1 >= 1.1977 ) ) ) ) ) ) )"
"( ( x_0 >= 0.1229 until[19,21] x_0 >= 2.2224 ) until[19,21] ( x_2 <= -0.1229 or x_1 <= -0.1224 ) )","eventually ( ( not ( not ( ( not ( ( x_0 >= -0.1861 and x_0 >= 1.2791 ) ) or ( ( x_2 >= -0.082 and x_2 >= -1.4812 ) and ( x_0 <= 0.5097 until[2,inf] x_2 >= -0.1345 ) ) ) ) ) until[11,inf] always[21,35] ( ( always[4,18] ( always[25,inf] ( not ( x_0 >= 0.1546 ) ) ) and always ( ( ( x_0 >= 2.6168 until[0,6] x_1 <= 1.4062 ) until[8,28] eventually[12,inf] ( x_0 >= 0.057 ) ) ) ) ) ) )"
"( ( x_0 >= 0.2229 or x_2 <= 0.6229 ) or ( x_2 <= -0.2229 until[19,21] x_2 <= 0.5922 ) )","eventually[0,12] ( ( ( not ( ( always[1,21] ( ( x_1 >= -1.0685 and x_0 <= 0.9566 ) ) and not ( ( x_0 >= 0.9792 until[28,32] x_1 >= 0.9159 ) ) ) ) or not ( ( eventually[5,inf] ( not ( x_2 <= -0.1147 ) ) until[33,inf] not ( ( x_1 <= 1.7607 and x_1 <= 1.5706 ) ) ) ) ) until[24,28] ( not ( not ( ( not ( x_0 <= 1.7456 ) or eventually[8,19] ( x_0 >= -0.1114 ) ) ) ) or not ( ( ( always[17,19] ( x_2 >= 0.4425 ) and ( x_2 <= -0.6872 or x_0 >= -0.4745 ) ) and ( ( x_0 >= -0.2751 or x_0 <= -0.392 ) or ( x_2 <= -1.2839 and x_2 >= 0.9385 ) ) ) ) ) ) )"
"always[12,inf] ( x_0 >= -0.5922 )","eventually[13,19] ( eventually[3,22] ( always[2,25] ( not ( always[9,13] ( eventually[1,inf] ( not ( x_0 >= -0.488 ) ) ) ) ) ) )"
"( ( x_2 <= -0.9229 until[19,21] x_2 <= -0.9229 ) or ( x_0 >= -0.2929 until[16,18] ( x_2 <= -0.2929 or x_2 <= -0.2922 ) ) )","eventually[11,19] ( ( eventually[20,inf] ( ( ( eventually ( eventually[10,33] ( x_0 >= -1.0827 ) ) or ( ( x_1 >= 0.0723 until[31,inf] x_1 >= 0.4502 ) or always[4,36] ( x_2 >= -0.1134 ) ) ) and eventually[23,26] ( ( ( x_1 <= -1.8249 or x_2 <= -1.5517 ) or ( x_2 <= 0.4727 and x_2 >= -0.2115 ) ) ) ) ) or eventually[33,35] ( always[13,inf] ( not ( always[4,24] ( ( x_0 <= 1.6008 or x_2 <= -0.0682 ) ) ) ) ) ) )"
"( x_1 >= -1.5222 or ( x_1 <= -0.2222 until[19,21] x_1 <= -0.2222 ) )","eventually[1,10] ( ( eventually[27,32] ( ( eventually[5,12] ( ( eventually ( x_1 >= 0.5431 ) and ( x_2 <= 0.3323 until[28,30] x_2 >= 0.0368 ) ) ) or ( eventually[0,31] ( ( x_2 >= -0.6049 and x_0 >= -0.3627 ) ) and ( eventually[5,inf] ( x_2 >= -0.449 ) or eventually[12,24] ( x_2 >= -1.0147 ) ) ) ) ) or not ( eventually ( not ( not ( ( x_1 <= -1.6799 until[17,inf] x_0 >= -0.4765 ) ) ) ) ) ) )"
"( ( x_0 <= -0.9299 until[16,18] x_2 <= -0.5929 ) or ( x_2 <= -0.5922 until[16,18] x_2 <= -0.5922 ) )","not ( ( ( eventually ( eventually ( ( ( x_2 >= 0.7728 and x_1 >= -0.3174 ) or not ( x_2 <= -0.4262 ) ) ) ) until always[30,34] ( always[19,29] ( ( ( x_2 <= -0.6781 and x_2 <= 0.1953 ) or not ( x_0 <= -0.8702 ) ) ) ) ) or ( always[11,16] ( eventually[30,34] ( ( ( x_0 <= -0.7983 until[5,24] x_0 >= 0.0225 ) and ( x_2 >= -1.0742 or x_2 >= -1.1879 ) ) ) ) and ( ( always[9,24] ( eventually[3,16] ( x_0 <= -0.0539 ) ) or not ( always[31,35] ( x_2 <= -0.7233 ) ) ) and ( always[27,29] ( ( x_0 <= -2.4419 until x_0 <= 0.3665 ) ) until eventually[2,4] ( ( x_2 <= 1.445 or x_1 >= 0.1388 ) ) ) ) ) ) )"
"always[11,inf] ( x_2 <= -1.0092 )","always ( eventually[4,8] ( ( not ( eventually[15,23] ( ( ( x_1 <= -1.5308 and x_1 <= 0.9598 ) until[31,33] eventually[4,16] ( x_2 >= -0.4131 ) ) ) ) and always[0,14] ( eventually ( always ( ( x_2 <= 0.5089 until[31,inf] x_2 <= -1.1678 ) ) ) ) ) ) )"
"( ( x_0 >= -0.2299 or x_0 <= -0.2929 ) until[19,inf] ( x_1 <= 0.1229 until[19,21] x_2 >= 1.022 ) )","( always[32,34] ( ( eventually ( ( eventually ( ( x_1 <= 1.122 and x_1 <= -0.8489 ) ) until[5,17] not ( not ( x_0 <= -0.7443 ) ) ) ) or eventually[2,12] ( ( ( not ( x_1 <= 0.267 ) and always[22,29] ( x_1 <= 0.8962 ) ) or ( not ( x_1 >= -0.6088 ) and ( x_1 <= 0.4404 or x_0 <= 0.0328 ) ) ) ) ) ) and ( always[10,20] ( ( ( always ( ( x_2 >= 0.6752 or x_0 >= 0.3973 ) ) and eventually[32,36] ( eventually[5,26] ( x_1 <= 0.1229 ) ) ) until always ( not ( ( x_0 >= 1.0813 or x_1 <= -1.5988 ) ) ) ) ) until[2,7] eventually ( always ( not ( always ( ( x_0 <= 0.7623 until[13,inf] x_2 <= -0.4826 ) ) ) ) ) ) )"
"( x_1 >= 1.0029 until[19,21] ( x_2 <= 0.0222 or x_1 <= 0.2222 ) )","not ( not ( ( ( ( ( ( x_1 <= -0.3166 or x_0 <= -0.4104 ) or eventually[0,15] ( x_1 <= 1.2959 ) ) and not ( not ( x_1 >= 1.2078 ) ) ) and always[8,13] ( ( not ( x_2 >= 1.1594 ) and ( x_2 >= 0.2426 or x_2 <= 0.0366 ) ) ) ) until[18,20] ( ( not ( always[7,23] ( x_1 <= -1.2104 ) ) and ( ( x_1 >= 0.3884 until[28,33] x_2 >= -1.1395 ) until[22,26] ( x_2 <= 0.5717 or x_2 <= -2.0446 ) ) ) and ( eventually[19,27] ( not ( x_2 <= -0.8476 ) ) until[5,7] ( not ( x_1 <= -1.0154 ) or ( x_2 >= 0.2825 or x_1 >= 1.3572 ) ) ) ) ) ) )"
"( ( x_2 <= -0.2222 or x_0 >= -0.9222 ) or ( x_0 >= -0.2922 until[19,21] ( x_2 <= -0.2222 or x_2 <= -0.2922 ) ) )","always ( ( not ( ( ( ( ( x_0 <= -1.7503 and x_2 <= 0.3845 ) and not ( x_2 >= -0.5553 ) ) or ( always[15,26] ( x_0 >= 0.4681 ) until[4,inf] ( x_0 <= 1.3214 and x_0 >= 0.5002 ) ) ) or not ( always[23,26] ( eventually ( x_2 >= -1.5694 ) ) ) ) ) until ( ( always[16,30] ( eventually[6,25] ( ( x_0 >= -1.78 and x_2 <= 0.867 ) ) ) or ( eventually ( always[23,28] ( x_2 >= 1.2577 ) ) and ( eventually[34,inf] ( x_0 >= 0.5872 ) or eventually[20,inf] ( x_2 >= 0.9944 ) ) ) ) and eventually[3,inf] ( not ( ( not ( x_2 <= -1.0216 ) until[21,28] not ( x_0 >= 0.7906 ) ) ) ) ) ) )"
"( ( x_0 <= 0.2229 until[16,20] x_1 <= -0.2299 ) until[10,19] x_0 <= -0.4297 )","( not ( not ( ( ( not ( always[9,27] ( x_1 >= -0.672 ) ) or ( ( x_0 >= -1.0087 until x_0 >= -0.4183 ) until[20,34] not ( x_1 >= -0.3674 ) ) ) and not ( ( always[25,30] ( x_0 >= 0.1919 ) or not ( x_0 >= 0.5316 ) ) ) ) ) ) until[5,9] always[7,13] ( eventually ( eventually[8,35] ( ( ( not ( x_2 <= -0.1874 ) or eventually[6,9] ( x_1 <= -0.4441 ) ) and always[6,10] ( ( x_1 <= -1.2892 or x_1 >= -0.8789 ) ) ) ) ) ) )"
"( ( x_0 >= 0.2229 or x_2 <= 0.0229 ) or ( x_0 <= 0.2229 or ( x_0 <= -0.0229 until[19,21] ( x_0 <= -0.0229 or x_2 <= -0.0929 ) ) ) )","not ( always[34,36] ( eventually[30,36] ( eventually[3,12] ( ( eventually[1,inf] ( ( x_2 >= 0.227 and x_0 <= 0.2011 ) ) and ( ( x_0 <= 2.1975 or x_1 >= -1.8749 ) until[8,11] ( x_0 >= 0.5478 and x_2 >= -0.8714 ) ) ) ) ) ) )"
"( ( x_1 >= -0.1229 or x_0 >= -1.9222 ) or ( x_1 >= -0.2222 or ( x_1 >= -0.2222 until[19,21] x_1 >= -0.2222 ) ) )","eventually[16,36] ( not ( not ( ( ( ( ( x_2 >= -0.0436 or x_0 <= -0.5584 ) or ( x_0 <= -1.678 and x_2 >= -1.222 ) ) and not ( ( x_0 <= 0.8732 until x_0 >= -1.359 ) ) ) or always[15,22] ( eventually[28,30] ( ( x_1 >= -1.4748 or x_0 >= -2.0949 ) ) ) ) ) ) )"
"( ( x_1 >= 0.2229 until[19,21] x_0 >= 1.2224 ) until[16,20] x_2 <= 0.2922 )","( not ( not ( not ( not ( ( not ( x_0 <= 1.253 ) and ( x_1 >= 0.4784 until[14,23] x_2 <= 0.7353 ) ) ) ) ) ) until[21,24] eventually ( ( ( eventually[3,21] ( ( ( x_2 >= 0.0728 until[8,23] x_0 >= 3.333 ) and not ( x_1 <= -0.0532 ) ) ) or always[33,35] ( not ( not ( x_1 <= -0.2201 ) ) ) ) or eventually[34,36] ( not ( ( always[15,20] ( x_0 >= 0.0403 ) or ( x_0 <= -0.8764 and x_1 <= -0.3048 ) ) ) ) ) ) )"
( ( ( x_0 >= -0.6299 or x_2 >= -0.2299 ) or ( x_1 >= -0.2229 or ( x_0 >= -0.6229 or x_1 >= -0.2229 ) ) ) or ( ( x_1 >= -0.2229 or x_2 >= -0.2229 ) or ( x_1 <= -0.2229 or ( x_0 <= -0.9229 or x_2 <= -0.2229 ) ) ) ),"always[8,inf] ( ( ( always[26,36] ( always[18,36] ( not ( ( x_1 >= -0.7059 and x_2 <= -0.0854 ) ) ) ) or eventually ( always[32,inf] ( ( ( x_2 >= 0.3246 or x_0 <= -1.0518 ) until[34,36] not ( x_2 <= 0.2004 ) ) ) ) ) or ( ( not ( always[9,inf] ( ( x_2 <= -0.0538 or x_2 <= -1.1034 ) ) ) or ( always[12,21] ( ( x_0 <= 1.2096 or x_0 >= -1.4294 ) ) until[32,35] ( ( x_0 >= -1.0185 or x_2 <= 0.2427 ) or always[8,11] ( x_2 <= -0.0362 ) ) ) ) or always ( eventually[20,27] ( eventually[25,34] ( ( x_0 <= -0.1045 or x_1 >= -0.8136 ) ) ) ) ) ) )"
"always[19,inf] ( x_1 >= 1.2222 )","always[0,22] ( always[19,24] ( not ( eventually[2,9] ( ( ( ( x_1 >= -1.9384 or x_0 >= 1.1692 ) or ( x_2 <= 2.0421 or x_2 <= -0.1688 ) ) until always ( eventually[28,36] ( x_1 <= 1.0209 ) ) ) ) ) ) )"
"( ( x_1 >= -0.2299 or x_0 >= -0.2229 ) or ( x_1 >= -0.2229 or ( x_0 <= -0.2229 until[19,21] x_1 >= -0.2229 ) ) )","( always ( eventually[25,33] ( always[19,inf] ( eventually[10,19] ( ( ( x_0 >= 0.9521 or x_0 >= -0.0735 ) or ( x_1 <= -0.8448 or x_1 >= 0.4381 ) ) ) ) ) ) or ( not ( not ( not ( ( eventually ( x_0 >= -0.9956 ) or not ( x_2 >= -0.5036 ) ) ) ) ) until eventually[0,2] ( always[19,33] ( ( ( not ( x_2 <= -0.9262 ) and eventually[4,inf] ( x_2 >= 1.084 ) ) and ( ( x_0 <= -0.3203 until[24,29] x_1 >= -0.9278 ) and ( x_0 >= 0.5141 and x_2 >= 0.9107 ) ) ) ) ) ) )"
"( ( x_2 >= -0.2299 or x_2 >= -0.2229 ) or ( x_0 <= -0.2229 until[19,21] x_2 >= -0.2929 ) )","always[3,inf] ( always ( always[7,17] ( ( ( ( eventually[22,33] ( x_0 <= -0.9033 ) or ( x_2 >= -0.4355 and x_0 >= -1.2986 ) ) or always[18,36] ( ( x_2 <= -0.7951 until[6,inf] x_0 >= 0.5574 ) ) ) or ( always[9,27] ( ( x_0 <= 2.2221 until[2,19] x_0 <= -1.0337 ) ) or eventually[17,35] ( eventually[4,inf] ( x_2 <= -0.5673 ) ) ) ) ) ) )"
"( ( x_1 <= -0.2229 or x_1 <= -0.2229 ) or ( x_0 <= -0.2229 until[19,21] ( x_2 >= -0.2229 or x_1 <= -0.2222 ) ) )","not ( eventually ( ( always[12,inf] ( always[20,27] ( not ( ( x_1 >= 0.8581 or x_1 <= -0.9476 ) ) ) ) and ( ( ( not ( x_1 <= -2.0954 ) and ( x_0 >= -0.1415 until[30,33] x_1 <= -0.0796 ) ) until[18,inf] ( ( x_1 <= -0.1851 until[16,36] x_2 <= 1.0191 ) or ( x_1 <= 0.5095 until[22,28] x_1 >= 0.2052 ) ) ) or eventually[8,19] ( eventually[0,29] ( always[23,28] ( x_2 <= -1.1993 ) ) ) ) ) ) )"
"( ( x_0 <= -0.9229 or x_2 <= -0.9222 ) until[16,18] ( x_0 <= -0.2929 or x_1 >= -0.9999 ) )","( eventually ( ( always ( eventually[24,27] ( ( ( x_1 >= 0.1855 or x_1 >= 1.0801 ) until not ( x_2 <= 0.7143 ) ) ) ) until[1,23] not ( ( ( eventually ( x_0 >= -1.6173 ) until[28,35] not ( x_2 >= -0.2908 ) ) until not ( eventually ( x_0 <= 1.2552 ) ) ) ) ) ) or eventually[28,33] ( ( eventually[12,14] ( ( not ( ( x_1 >= 2.3651 or x_0 >= 0.1574 ) ) or eventually ( always ( x_2 >= -0.5218 ) ) ) ) and ( not ( eventually[5,28] ( eventually[17,32] ( x_2 >= 0.5138 ) ) ) or eventually[6,18] ( ( eventually[34,36] ( x_1 <= 1.1275 ) and always[4,30] ( x_1 >= -0.3217 ) ) ) ) ) ) )"
"( x_0 >= -0.5295 or eventually[19,21] ( always[16,18] ( x_1 <= 0.6922 ) ) )","eventually[29,34] ( not ( not ( not ( not ( not ( ( x_1 >= 0.589 and x_0 <= 0.2349 ) ) ) ) ) ) )"
"( ( x_2 <= -0.9299 or x_1 >= -0.2229 ) or ( x_2 <= -0.9229 or ( x_2 <= -0.6229 or ( x_2 <= -0.6229 until[19,21] x_2 <= -0.6929 ) ) ) )","not ( eventually[31,inf] ( ( ( not ( eventually[20,32] ( not ( x_0 >= -1.1905 ) ) ) until[15,inf] ( ( ( x_2 >= 0.5939 until[12,21] x_2 >= 0.1949 ) or eventually[4,6] ( x_0 >= 0.6136 ) ) and not ( ( x_2 <= -1.1383 and x_0 >= 0.0324 ) ) ) ) and ( ( always[13,inf] ( eventually ( x_2 >= -0.9395 ) ) and eventually[32,34] ( ( x_2 <= -0.8762 until[25,33] x_1 <= -0.4936 ) ) ) and eventually[13,34] ( ( ( x_2 >= 0.9869 and x_0 >= -0.801 ) and eventually[11,21] ( x_0 <= 0.1682 ) ) ) ) ) ) )"
"( x_2 >= -0.9999 until[19,21] ( x_1 >= -0.6922 or x_1 >= -0.9922 ) )","always[22,27] ( eventually[21,36] ( ( not ( ( ( ( x_1 >= 0.1539 until x_2 <= -0.7523 ) or not ( x_1 >= -0.7112 ) ) or not ( ( x_0 >= 0.0055 or x_1 >= -0.8409 ) ) ) ) until always ( always[26,29] ( eventually ( ( x_2 >= -0.7134 or x_0 >= 0.7618 ) ) ) ) ) ) )"
"( ( x_2 <= -0.5229 or x_1 <= 0.6929 ) until[19,21] ( x_0 <= -0.2929 or ( x_0 <= -0.2922 or x_2 <= -0.2922 ) ) )","eventually[1,23] ( ( eventually[7,inf] ( ( ( not ( eventually[3,28] ( x_2 <= 1.4908 ) ) and not ( ( x_2 >= -0.6323 or x_1 >= 0.4543 ) ) ) or ( ( not ( x_1 >= -0.0735 ) or always[19,inf] ( x_1 <= 0.4147 ) ) or ( ( x_0 <= 0.0402 until[9,15] x_0 <= -0.2579 ) until[4,inf] ( x_0 <= 2.0958 and x_1 >= 2.0821 ) ) ) ) ) and not ( always[11,22] ( ( eventually[29,35] ( eventually ( x_2 >= -0.1033 ) ) and ( eventually[18,23] ( x_0 >= -0.5441 ) or ( x_1 <= 0.479 or x_0 >= -1.0017 ) ) ) ) ) ) )"
"eventually[19,inf] ( x_0 >= -0.9922 )","always[5,11] ( always[2,9] ( eventually[5,23] ( ( ( not ( always[5,inf] ( x_0 <= -0.7714 ) ) until[9,29] ( ( x_2 <= 0.2849 or x_1 >= -3.2698 ) or always[13,21] ( x_1 >= -0.4134 ) ) ) and ( always[29,32] ( ( x_1 >= 0.043 and x_2 <= -0.3849 ) ) or ( not ( x_0 <= -1.2569 ) or ( x_2 <= 1.5335 until[21,25] x_2 >= 0.2342 ) ) ) ) ) ) )"
"( ( x_0 >= 0.2229 until[19,21] x_1 >= 0.6929 ) or eventually[16,inf] ( x_0 >= 0.8222 ) )","always[7,13] ( always[9,25] ( eventually ( not ( eventually[11,14] ( ( ( x_1 <= 0.6446 and x_0 <= 0.6267 ) and eventually[13,inf] ( x_1 <= 0.9092 ) ) ) ) ) ) )"
"( x_0 >= -1.2999 or always[19,21] ( x_1 <= -0.1922 ) )","( not ( not ( ( not ( ( eventually[5,inf] ( x_1 >= 0.4477 ) or ( x_2 <= 0.6385 until[0,18] x_1 >= -0.3844 ) ) ) or ( not ( always[19,28] ( x_2 >= 0.7558 ) ) and ( always[10,33] ( x_2 <= -0.0159 ) and ( x_2 >= 1.6784 until[2,inf] x_2 <= 0.8706 ) ) ) ) ) ) until not ( ( ( ( not ( ( x_1 >= -1.7905 and x_1 >= 1.3083 ) ) until always[11,22] ( not ( x_2 >= -0.0882 ) ) ) or always[27,30] ( always ( eventually ( x_0 >= -1.1687 ) ) ) ) until[16,31] always[4,inf] ( not ( ( ( x_2 <= 0.0709 and x_2 >= 0.0301 ) or ( x_0 <= 2.9594 and x_1 <= 0.3096 ) ) ) ) ) ) )"
"( x_2 >= -0.999 until[19,inf] ( x_0 <= -0.2229 until[19,21] x_1 >= -1.2229 ) )","always[17,25] ( ( not ( always[6,23] ( ( ( always[28,32] ( x_2 <= -0.7045 ) or always[17,32] ( x_1 <= -1.2691 ) ) or ( ( x_1 >= 0.7154 and x_2 <= 0.5251 ) and always[26,31] ( x_0 >= -0.3531 ) ) ) ) ) until[1,inf] eventually[6,9] ( always ( eventually[3,inf] ( not ( ( x_0 >= -0.2607 and x_0 >= -1.0829 ) ) ) ) ) ) )"
( x_0 <= 2.3229 or x_2 >= -0.1222 ),"( not ( not ( always[15,26] ( not ( ( not ( x_0 <= 2.7142 ) and ( x_2 <= 0.0539 and x_0 <= 0.3023 ) ) ) ) ) ) or ( not ( not ( ( not ( ( x_0 >= -0.9989 until[28,36] x_2 <= 0.656 ) ) or ( not ( x_2 >= 1.0958 ) and eventually[14,inf] ( x_1 <= 0.6933 ) ) ) ) ) or ( not ( eventually ( not ( ( x_2 <= -0.8594 or x_0 >= 0.0166 ) ) ) ) and always ( eventually[25,34] ( ( ( x_2 >= 0.5887 until[28,32] x_1 >= 0.6397 ) until eventually[24,34] ( x_1 <= 0.7306 ) ) ) ) ) ) )"
"( ( x_2 <= -0.0229 or x_0 <= 0.2929 ) until[19,21] ( x_1 >= 0.2222 or ( x_0 <= -0.2222 or x_2 <= -0.0922 ) ) )","not ( ( not ( ( eventually[7,26] ( eventually[5,24] ( eventually[0,inf] ( x_0 <= 0.0128 ) ) ) and always[30,inf] ( ( ( x_0 <= 0.692 until[10,15] x_0 >= 0.5918 ) or ( x_2 <= -0.8743 and x_1 >= 0.393 ) ) ) ) ) until[14,18] always[26,inf] ( not ( ( ( not ( x_2 >= 0.0924 ) and always ( x_1 >= 0.0188 ) ) and not ( ( x_2 >= -1.9217 and x_1 <= 0.7363 ) ) ) ) ) ) )"
"( ( x_0 <= 0.0229 or x_2 >= -0.5229 ) or eventually[19,inf] ( x_2 >= -0.4929 ) )","eventually[18,inf] ( ( eventually[12,14] ( not ( ( ( ( x_2 <= -0.2192 and x_1 <= 1.7174 ) until[16,32] ( x_0 >= 0.1289 and x_0 >= 0.2927 ) ) and always[1,7] ( ( x_2 <= -0.5293 and x_0 >= 0.218 ) ) ) ) ) or ( ( ( always ( not ( x_0 <= 0.2477 ) ) and always ( ( x_2 >= 0.7137 and x_2 >= 1.4537 ) ) ) until not ( ( ( x_2 >= 0.0504 or x_2 >= -0.7943 ) and ( x_0 <= -0.7672 until[12,14] x_1 <= -1.2349 ) ) ) ) and not ( ( ( not ( x_2 <= 1.0537 ) until[9,31] ( x_0 <= -1.5555 and x_2 <= 0.3902 ) ) or not ( eventually[30,33] ( x_1 <= 0.9566 ) ) ) ) ) ) )"
"( x_1 >= -0.2929 or always[19,21] ( always[16,18] ( ( x_2 >= -1.4229 or x_1 >= -0.2222 ) ) ) )","not ( eventually ( ( not ( eventually ( always[11,35] ( ( x_2 >= 0.7843 or x_1 >= -0.5416 ) ) ) ) and always[21,25] ( ( always[14,28] ( eventually[14,36] ( x_2 <= -1.5567 ) ) and ( not ( x_2 >= -2.4023 ) or ( x_1 >= -0.7285 and x_0 <= 1.8976 ) ) ) ) ) ) )"
